Site_Year,inOSR,NRNAME_real,NSRNAME_real,LUF_NAME_real,UrbanIndustrial,UrbanResidence,RuralResidentialIndustrial,IndustrialSiteRural,WindGenerationFacility,OtherDisturbedVegetation,MineSite,PeatMine,WellSite,Pipeline,TransmissionLine,SeismicLineNarrow,SeismicLineWide,RoadHardSurface,RailHardSurface,RoadTrailVegetated,RoadVegetatedVerge,RailVegetatedVerge,CultivationCrop,CultivationAbandoned,CultivationRoughPasture,CultivationTamePasture,HighDensityLivestockOperation,BorrowpitsDugoutsSumps,MunicipalWaterSewage,Reservoirs,Canals,ForestHarvest
W65_2011,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W92_2011,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W93_2011,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W121_2011,FALSE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W122_2011,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W962_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W963_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W964_2011,FALSE,Foothills,Lower Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066979111
W968_2011,FALSE,Foothills,Lower Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0.100228268,0,0,0.028805824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W969_2011,FALSE,Foothills,Lower Foothills,Upper Peace,0,0,0,0,0,0,0,0,0.064345257,0.177875107,0,0,0.00304391,0.004004675,0,0,0,0,0,0,0,0,0,0.015311363,0,0,0,0
W970_2011,FALSE,Foothills,Lower Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.003257902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484589211
W995_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W996_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W997_2011,FALSE,Rocky Mountain,Subalpine,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.012194888,0.019757879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145359025
W1001_2011,FALSE,Rocky Mountain,Subalpine,Upper Peace,0,0,0,0.039003318,0,0,0,0,0.061428019,0.03073149,0,0,0.022023457,0.034671132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1002_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.041069545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1003_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0.056521825,0.011023564,0,0,0.008628762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1016_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01728456,0,0,0,0,0.450629696,0,0,0,0,0.004654888,0,0,0,0
W1017_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.005123687,0,0,0.964825871,0,0,0,0,0,0,0,0.029944624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1029_2011,FALSE,Rocky Mountain,Subalpine,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.010964294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1030_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1031_2011,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.011203131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1050_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.065925957,0,0,0.13659144,0,0,0,0,0,0,0,0.064019519,0,0.024678294,0,0,0.689973999,0,0,0,0,0.010238114,0,0,0,0
W1051_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0.172490794,0.013894518,0,0,0,0,0,0,0.023898483,0,0.00879653,0,0,0.181547597,0,0,0,0,0,0,0,0,0
W1052_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.214614166,0,0,0,0,0,0,0,0,0,0,0,0,0.009193138,0,0,0.682250983,0,0,0,0,0,0,0,0,0
W1056_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0.009565773,0,0,0.000995303,0,0,0,0,0.012845614,0,0.00080242,0,0,0.717344509,0,0,0,0,0,0,0,0,0
W1057_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021833346,0,0,0,0,0.699871904,0,0,0,0,0,0,0,0,0
W1071_2011,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0.034899945,0,0,0,0,0,0.042918008,0,0,0.011453481,0.039265949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135710835
W1072_2011,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.039712914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22551701
W1073_2011,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.019636722,0.028534085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313428019
W1092_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.019464801,0,0,0,0,0,0.536026727,0,0,0,0,0,0,0,0,0
W1093_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.03996557,0,0,0,0,0,0,0,0,0,0,0.041042059,0,0,0,0,0.275897817,0,0,0,0,0,0,0,0,0
W1094_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.005296092,0,0,0,0,0,0.639912005,0,0,0,0,0,0,0,0,0
W1104_2011,FALSE,Foothills,Upper Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.032792055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055753478
W1105_2011,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.018285579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28917506
W1106_2011,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.052922779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234021746
W1125_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020206193,0,0,0.328721674,0,0.487627565,0,0,0,0,0,0,0
W1126_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.041506279,0,0,0,0,0,0.060582298,0,0,0,0,0.030682125,0,0.014345463,0,0,0.580845973,0,0,0,0,3.61E-05,0,0,0,0
W1127_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926368237,0,0,0,0,0,0,0,0,0
W1136_2011,FALSE,Foothills,Upper Foothills,Upper Athabasca,0,0,0,0.043382547,0,0,0,0,0,0,0.024694155,0,0.016885458,0.026726388,0,0.004422456,0,0,0,0,0,0,0,0,0,0,0,0.1081632
W1137_2011,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0.009061583,0,0,0,0.025235879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289727208
W1138_2011,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0.038310265,0.002669812,0,0,0.03707474,0,0,0.002736421,0,0,0,0,0,0,0,0,0,0,0,0
W1148_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.04656542,0,0,0,0,0,0,0,0,0,0,0.020554102,0,0.008906284,0,0,0.788322742,0,0,0,0,0.007695322,0,0,0,0
W1149_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.016161363,0,0,0,0,0,0,0,0,0,0,0.024594399,0,0,0,0,0.803906196,0,0,0,0,0,0,0,0,0
W1150_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016119957,0,0,0.860908535,0,0,0,0,0,0,0,0,0
W1157_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901575528,0,0,0,0,0,0,0,0,0
W1158_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0.021277615,0,0,0,0.004830017,0,0,0.018265318,0,0,0.561115985,0,0,0,0,0,0,0,0,0
W1159_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024209389,0.013177573,0,0,0.769769294,0,0,0,0,0.002433802,0,0,0,0
W1184_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.098378312,0,0,0,0,0,0,0,0,0,0,0.040423233,0,0.018123957,0,0,0.290170613,0,0,0,0,0,0,0,0,0
W1185_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.033999942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811591038,0,0,0,0.123277386,0,0,0,0,0
W1186_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0.332560866,0,0,0,0.667419421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1201_2011,FALSE,Rocky Mountain,Subalpine,Upper Athabasca,0,0,0,0,0,0,0.190984835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182788167
W1216_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0.009898717,0,0,0,0,0,0,0.000163245,0,0,0.871389173,0,0,0,0,0,0,0,0,0
W1217_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.032283928,0,0,0.028204123,0,0,0,0,0,0,0,0.040922536,0,0.00151851,0,0,0.573813504,0,0,0,0,0.003898193,0,0,0.003146297,0
W1218_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0.042719113,0,0,0,0,0,0,0,0,0,0,0.029442425,0,0,0,0,0.854534312,0,0,0,0,0,0,0,0,0
W1231_2011,FALSE,Rocky Mountain,Alpine,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1232_2011,FALSE,Foothills,Upper Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.009081533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1233_2011,FALSE,Foothills,Upper Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.003254249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031704061
W1246_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0.086303963,0,0,0.005953705,0,0,0,0.005400787,0.039228998,0,0.011714762,0,0,0.361739535,0,0,0,0,0,0,0,0,0
W1247_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015706691,0,0,0,0,0.467738149,0,0,0,0,0,0,0,0,0
W1248_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0.075306844,0,0,0,0,0,0,0,0,0,0.020868281,0,0,0.737129838,0,0,0,0,0,0,0,0,0
W1252_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03094446,0,0,0,0,0.892577498,0,0,0,0,0,0,0,0,0
W1253_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161738923,0,0,0,0,0,0,0,0,0
W1254_2011,FALSE,Parkland,Central Parkland,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.028075254,0,0,0,0,0,0,0,0,0,0,0.001017509,0,0,0,0
W1260_2011,FALSE,Rocky Mountain,Subalpine,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1261_2011,FALSE,Rocky Mountain,Alpine,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1262_2011,FALSE,Foothills,Upper Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.025840596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1275_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0.203116574,0,0,0,0,0,0,0.006798864,0.027525017,0,0,0,0,0.487222936,0,0,0,0,0,0,0,0,0
W1276_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,0,0.938585304,0,0,0,0,0,0,0,0,0
W1304_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0.719909612,0,0,0,0,0,0,0.004267291,0,0,0.017605111,0,0,0,0,0,0,0,0.00365803,0,0,0,0
W1332_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.001596785,0,0,0,0,0,0,0,0.531482965,0,0,0,0,0,0,0
W1333_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033136204,0,0,0,0,0.250998064,0,0,0,0,0.002362994,0,0,0,0
W1334_2011,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028694818,0,0,0.099445392,0,0,0,0,0,0,0,0,0
W1437_2011,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0.007753057,0.002121082,0,0,0,0,0,0,0,0,0.151533988,0,0,0,0,0,0,0.053405824,0,0
W1438_2011,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.007567113,0,0,0,0,0,0.012414004,0,0,0,0.000492714,0,0,0.030773222,0,0,0.146268407,0,0,0,0,0.003392406,0,0.053685161,0.02753229,0
W1439_2011,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.010706151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1459_2011,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.005650807,0,0,0.045975641,0,0,0.001584618,0,0,0,0,0.006538413,0,0.013716542,0,0,0.723689851,0,0,0,0,0,0,0,0.002786536,0
W1460_2011,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039374085,0,0,0,0,0.948770797,0,0,0,0,0.011833725,0,0,0,0
W1461_2011,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.010255398,0,0,0.014552633,0,0,0.151368566,0,0,0,0.172317578,0,0,0,0,0
W1471_2011,FALSE,Parkland,Foothills Parkland,South Saskatchewan,0,0,0.301013365,0,0,0.540863374,0,0,0,0,0,0,0,0.046737228,0,0,0,0,0.089597541,0,0,0,0,0,0,0,0,0
W1480_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.00595306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02601404,0
W1481_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0.000800568,0,0,8.05E-05,0,0,0,0.021326072,0.030090212,0,0.000754052,0,0,0.079215787,0,0,0,0,0,0,0,0,0
W1486_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.013917805,0,0,0.023004459,0,0,0,0,0,0,0,0,0,0,0,0
W1559_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.020151535,0,0,0,0,0,0,0,0,0,0,0.007306746,0,0,0,0
W1560_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.01921133,0,0,0,0,0,0,0,0,0,0.011594911,0,0,0.018699898,0,0,0.372147092,0,0,0,0.093264305,0.003840158,0,0,0.067680676,0
W1561_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.012090698,0,0,0,0.029438895,0,0,0,0,0,0.019435263,0,0,0.00758397,0,0,0.075056424,0,0,0,0.022848032,0,0,0.080511787,0.01414835,0
W1573_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.052681245,0,0,0,0,0,0,0,0,0,0.005203952,0,0,0,0,0,0.297212433,0,0.151141007,0,0,0,0,0,0,0
W1576_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.044805439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796012599,0,0,0,0,0.002406859,0,0,0,0
W1577_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.035704186,0.007198418,0,0,0.004436753,0,0,0,0,0,0.218613693,0,0,0,0,0,0,0,0,0
W1578_2011,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030447646,0,0,0,0,0.955913759,0,0,0,0,0,0,0,0,0
W1593_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.006363696,0,0,0,0,0,0,0,0,0,0,0,0,0.016741691,0,0,0.618813193,0,0.079643711,0,0,0,0,0.009288605,0,0
W1594_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0.16491907,0,0,0,0,0,0.009610716,0,0,0.006008098,0,0,0,0,0,0,0,0,0,0,0,0
W1595_2011,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.022952336,0,0,0,0,0,0.167965624,0,0,0,0,0,0,0,0.006689541,0
OGW-ABMI-1604-1_2011,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792054681,0,0,0,0,0,0,0,0,0
W1605_2011,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0.225514495,0,0,0,0.537444797,0,0,0,0,0,0,0,0.110596413,0,0.004144419,0.108116948,0,0,0,0,0,0,0,0,0,0,0
W1606_2011,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0.41528775,0,0,0,0,0,0,0,0.00969739,0,0,0,0,0.517715979,0,0,0,0,0.015194006,0,0.042049196,0,0
W1618_2011,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0.062317603,0,0,0.295521159,0,0,0,0,0,0,0.006053569,0,0,0.008006845,0,0,0.184813103,0,0,0,0.094435903,0.004785102,0,0,0,0
W1621_2011,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996586319,0,0,0,0,0,0,0.003295983,0,0
W1622_2011,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0.040398716,0.032143014,0,0.17817141,0,0,0,0,0,0,0,0,0,0.00567257,0,0,0.7366896,0,0,0,0,0,0,0.006576785,0,0
W1623_2011,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.001301601,0,0,0,0,0,0.447143241,0,0,0,0,0,0,0.085540875,0,0
W1638_2011,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021735271,0,0.005862825,0,0,0.886622076,0,0,0,0,0,0,0,0,0
W1639_2011,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1362_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.001593395,0,0,0,0,0.008850051,0,0.00338017,0,0,0.863758722,0,0,0,0,0,0,0,0,0
W1363_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019363762,0,0,0.786192689,0,0,0,0,0,0,0,0,0
W1364_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.009887128,0,0,0,0,0,0.021779161,0,0,0,0,0,0,0,0,0
W1368_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.024495234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1370_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602439393,0,0.006490841,0,0,0,0,0,0,0
W1387_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.001284359,0,0,0,0,0.010099411,0,0,0,0,0.847424278,0,0,0,0,0,0,0,0,0
W1388_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.029557899,0.010233861,0,0,0,0,0,0.002909195,0,0,0.288831615,0,0,0,0,0.001185272,0,0,0,0
W1389_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840608916,0,0,0,0,0,0,0,0,0
W1393_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.006026028,0,0,0.019723996,0,0,0.116485507,0,0,0,0,0,0,0,0,0
W1394_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.017899991,0,0,0,0,0,0,0,0,0,0,0.061672594,0,0,0,0,0.07496706,0,0,0,0,0,0,0,0,0
W1411_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.001955533,0,0,0,0,0.003475512,0,0.008740487,0,0,0.302334485,0,0.517038457,0,0,0,0,0,0,0
W1412_2012,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039609571,0,0,0.462861357,0,0,0,0,0,0,0,0,0
W1413_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.004193722,0,0,0,0,0,0.725748379,0,0,0,0,0.004716533,0,0,0,0
W1417_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.013120873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1418_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007954708,0,0,0.576334737,0,0,0,0,0,0,0.003747893,0,0
W1419_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.011308151,0,0,0,0,0,0,0,0,0,0,0.013319196,0,0.05220018,0,0,0.911542915,0,0,0,0,0.000642693,0,0,0,0
W1440_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0.038368303,0,0,0.013162612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1441_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38724582,0,0,0,0,0.008844769,0,0,0,0
W1442_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.063190777,0,0,0,0,0,0,0,0,0,0,0,0,0.004265735,0,0,0.043014601,0,0,0,0,0,0,0,0,0
W1462_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,7.88E-06,0,0,0.01998332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006725045,0
W1463_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.13628705,0,0,0,0,0,0,0,0,0,0,0.019492659,0,0.009448418,0,0,0.744508162,0,0,0,0,0,0,0,0,0
W1464_2012,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0.001189476,0.001350606,0,0,0.011634656,0.016475439,0,0,0,0,0,0,0,0,0,0.000270219,0,0,0,0
W1478_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.008674783,0,0,0.018093241,0,0,0,0,0,0,0.011830694,0,0,0,0.040987156,0
W1483_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0.038026232,0,0,0,0,0.04139823,0,0,0,0.001558618,0.00660403,0,0.027998444,0,0,0,0,0,0,0,0,0,0,0,0
W1484_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.040553343,0,0,0,0.000728707,0,0,0.024525157,0,0,0,0,0,0,0,0.001121596,0,0,0,0
W1485_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1494_2012,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011453598,0,0,0.795083365,0,0,0,0,0,0,0,0,0
W1495_2012,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0.01111836,0,0,0,0,0,0,0,0,0,0.001377416,0,0,0.022791544,0,0,0.021608564,0,0.428385543,0,0,0.004800153,0.040885884,0,0.004092955,0
W1496_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.04871539,0.014920757,0,0,0,0,0,0.00739571,0,0,0.000776682,0,0.582999926,0,0,0,0,0,0,0
W1513_2012,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,8.51E-05,0,0,0,0,0,0,0.002825899,0,0,0.914694653,0,0,0,0,0,0,0,0,0
W1514_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010323229,0,0.014999448,0,0,0.833699849,0,0,0,0,0,0,0,0,0
W1515_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929623371,0,0,0,0,0,0,0,0,0
W1519_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.069656873,0,0,0,0,0,0,0.030477144,0,0,0,0,0,0,0,0,0,0.448149861,0,0
